"","X.3","X.2","X.1","X","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","cnt_mov_avg_7","cnt_lag_1","cnt_lag_2","cnt_lag_3","cnt_lag_4","cnt_lag_5","cnt_lag_6","cnt_lag_7","cnt_lag_8","cnt_tom","r_cnt_mov_avg_7","r_cnt_mov_avg_2","r_cnt_mov_avg_21","weekly_trend","AR"
"422",422,422,422,422,"2012-02-26",1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,3598.42857142857,2732,3487,5062,4773,3777,3129,2689,4318,4322,3664.14285714286,3109.5,3519.33333333333,0.367299675775822,3456.69485030783
"423",423,423,423,423,"2012-02-27",1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,3588.14285714286,3389,2732,3487,5062,4773,3777,3129,2689,4363,3764.14285714286,3060.5,3540.38095238095,-0.26031982149498,4057.55085659354
"424",424,424,424,424,"2012-02-28",1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,3546.28571428571,4322,3389,2732,3487,5062,4773,3777,3129,1834,3934.57142857143,3855.5,3566,-0.381271971875999,4202.49544002211
"425",425,425,425,425,"2012-02-29",1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,3736.85714285714,4363,4322,3389,2732,3487,5062,4773,3777,4990,4018.28571428571,4342.5,3565.42857142857,-0.155149589621393,3120.24014402211
"426",426,426,426,426,"2012-03-01",1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,3741.71428571429,1834,4363,4322,3389,2732,3487,5062,4773,3194,3598.42857142857,3098.5,3519.33333333333,0.615755290173895,4027.40151430782
"427",427,427,427,427,"2012-03-02",1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,3600.42857142857,4990,1834,4363,4322,3389,2732,3487,5062,4066,3588.14285714286,3412,3574.57142857143,0.0142236270248913,3422.71566345069
"428",428,428,428,428,"2012-03-03",1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,3542.28571428571,3194,4990,1834,4363,4322,3389,2732,3487,3423,3546.28571428571,4092,3544.2380952381,0.0840263837109263,3761.94595373639
"429",429,429,429,429,"2012-03-04",1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,3982.57142857143,4066,3194,4990,1834,4363,4322,3389,2732,3333,3736.85714285714,3630,3634.57142857143,-0.488286969253294,3692.8645457364
"430",430,430,430,430,"2012-03-05",1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,4038.57142857143,3423,4066,3194,4990,1834,4363,4322,3389,3956,3741.71428571429,3744.5,3724.7619047619,-0.0100324579521983,3576.53391030783
"431",431,431,431,431,"2012-03-06",1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,4235,3333,3423,4066,3194,4990,1834,4363,4322,4916,3600.42857142857,3378,3720.52380952381,0.228829245719574,3702.24387659354
"432",432,432,432,432,"2012-03-07",1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,4242.42857142857,3956,3333,3423,4066,3194,4990,1834,4363,5382,3542.28571428571,3644.5,3722.14285714286,0.0932844373137749,4119.78156059353
"433",433,433,433,433,"2012-03-08",1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,4455,4916,3956,3333,3423,4066,3194,4990,1834,4569,3982.57142857143,4436,3757.71428571429,-1.68047982551799,4786.46134745068
"434",434,434,434,434,"2012-03-09",1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,4735.71428571429,5382,4916,3956,3333,3423,4066,3194,4990,4118,4038.57142857143,5149,3870.90476190476,-0.0785571142284569,4301.12714230783
"435",435,435,435,435,"2012-03-10",1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,5005.85714285714,4569,5382,4916,3956,3333,3423,4066,3194,4911,4235,4975.5,3890.66666666667,-0.430494677520351,4278.5661897364
"436",436,436,436,436,"2012-03-11",1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,5205.28571428571,4118,4569,5382,4916,3956,3333,3423,4066,5298,4242.42857142857,4343.5,3881.14285714286,-0.0127889818002951,4543.67305145068
"437",437,437,437,437,"2012-03-12",1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,5321,4911,4118,4569,5382,4916,3956,3333,3423,5847,4455,4514.5,3986.95238095238,-0.434706397896582,4920.19352630782
"438",438,438,438,438,"2012-03-13",1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,5293.71428571429,5298,4911,4118,4569,5382,4916,3956,3333,6312,4735.71428571429,5104.5,4090.2380952381,-0.58955895589559,5346.2220777364
"439",439,439,439,439,"2012-03-14",1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,5824.85714285714,5847,5298,4911,4118,4569,5382,4916,3956,6192,5005.85714285714,5572.5,4188.80952380952,-0.478008088978766,5695.96383202211
"440",440,440,440,440,"2012-03-15",1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,5965,6312,5847,5298,4911,4118,4569,5382,4916,4378,5205.28571428571,6079.5,4262.09523809524,-0.283970707892596,5726.87721887925
"441",441,441,441,441,"2012-03-16",1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,6087.14285714286,6192,6312,5847,5298,4911,4118,4569,5382,7836,5321,6252,4315.90476190476,-0.150501672240803,4972.92727487925
"442",442,442,442,442,"2012-03-17",1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,6122.28571428571,4378,6192,6312,5847,5298,4911,4118,4569,5892,5293.71428571429,5285,4358.33333333333,0.0418034580871088,6389.2817137364
"443",443,443,443,443,"2012-03-18",1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,6110.57142857143,7836,4378,6192,6312,5847,5298,4911,4118,6153,5824.85714285714,6107,4601.38095238095,-0.902865468674114,6092.53433602211
"444",444,444,444,444,"2012-03-19",1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,6207.57142857143,5892,7836,4378,6192,6312,5847,5298,4911,6093,5965,6864,4720.57142857143,-0.19975565058033,6115.99384859354
"445",445,445,445,445,"2012-03-20",1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,6776.71428571429,6153,5892,7836,4378,6192,6312,5847,5298,6230,6087.14285714286,6022.5,4807.7619047619,-0.161381653454134,6151.68860116497
"446",446,446,446,446,"2012-03-21",2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,6139,6093,6153,5892,7836,4378,6192,6312,5847,6871,6122.28571428571,6123,4890.14285714286,-0.0420728578758338,6193.24873373639
"447",447,447,447,447,"2012-03-22",2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,6011,6230,6093,6153,5892,7836,4378,6192,6312,8362,6110.57142857143,6161.5,5099.47619047619,0.0129911280101394,6443.22353545069
"448",448,448,448,448,"2012-03-23",2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,5926,6871,6230,6093,6153,5892,7836,4378,6192,3372,6207.57142857143,6550.5,5189.04761904762,-0.109657622739018,7189.29392230783
"449",449,449,449,449,"2012-03-24",2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,5784.42857142857,8362,6871,6230,6093,6153,5892,7836,4378,4996,6776.71428571429,7616.5,5435.14285714286,-0.910004568296026,5561.19869545068
"450",450,450,450,450,"2012-03-25",2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,5708.42857142857,3372,8362,6871,6230,6093,6153,5892,7836,5558,6139,5867,5402.09523809524,0.569678407350689,5379.11096516497
"451",451,451,451,451,"2012-03-26",2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,5603,4996,3372,8362,6871,6230,6093,6153,5892,5102,6011,4184,5477,0.152070604209097,5769.30595602211
"452",452,452,452,452,"2012-03-27",2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,5188.28571428571,5558,4996,3372,8362,6871,6230,6093,6153,5698,5926,5277,5582.95238095238,0.0967007963594994,5542.63226002211
"453",453,453,453,453,"2012-03-28",2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,5597.28571428571,5102,5558,4996,3372,8362,6871,6230,6093,6133,5784.42857142857,5330,5637.52380952381,0.162645658952897,5695.20652345068
"454",454,454,454,454,"2012-03-29",2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,5746.57142857143,5698,5102,5558,4996,3372,8362,6871,6230,5459,5708.42857142857,5400,5674.7619047619,0.0853932584269663,5868.24617373639
"455",455,455,455,455,"2012-03-30",2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,5800.57142857143,6133,5698,5102,5558,4996,3372,8362,6871,6235,5603,5915.5,5710.52380952381,0.107407946441566,5504.52226630783
"456",456,456,456,456,"2012-03-31",2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,6039.14285714286,5459,6133,5698,5102,5558,4996,3372,8362,6041,5188.28571428571,5796,5752.90476190476,0.347165749820617,5470.52518630782
"457",457,457,457,457,"2012-04-01",2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,6144.57142857143,6235,5459,6133,5698,5102,5558,4996,3372,5936,5597.28571428571,5847,5853.71428571429,-0.849051008303677,5974.85874916497
"458",458,458,458,458,"2012-04-02",2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,6190.85714285714,6041,6235,5459,6133,5698,5102,5558,4996,6772,5746.57142857143,6138,5907.52380952381,-0.209167333867094,5902.13141545069
"459",459,459,459,459,"2012-04-03",2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,6333.85714285714,5936,6041,6235,5459,6133,5698,5102,5558,6436,5800.57142857143,5988.5,5937.90476190476,-0.0680100755667506,6252.74529030783
"460",460,460,460,460,"2012-04-04",2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,6422.71428571429,6772,5936,6041,6235,5459,6133,5698,5102,6457,6039.14285714286,6354,5981.95238095238,-0.327322618580949,6322.86323887925
"461",461,461,461,461,"2012-04-05",2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,6298.14285714286,6436,6772,5936,6041,6235,5459,6133,5698,6460,6144.57142857143,6604,5987.85714285714,-0.12951912951913,6334.31574802211
"462",462,462,462,462,"2012-04-06",2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,6248,6457,6436,6772,5936,6041,6235,5459,6133,6857,6190.85714285714,6446.5,6000.47619047619,-0.0528289580955487,6336.35928459354
"463",463,463,463,463,"2012-04-07",2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,6126,6460,6457,6436,6772,5936,6041,6235,5459,5169,6333.85714285714,6458.5,6099.61904761905,-0.183366917017769,6630.84400745068
"464",464,464,464,464,"2012-04-08",2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,5901.14285714286,6857,6460,6457,6436,6772,5936,6041,6235,5585,6422.71428571429,6658.5,6053,-0.0997594226142743,5928.83365830783
"465",465,465,465,465,"2012-04-09",2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,5751.42857142857,5169,6857,6460,6457,6436,6772,5936,6041,5918,6298.14285714286,6013,6018.57142857143,0.14434696242344,5945.56569830783
"466",466,466,466,466,"2012-04-10",2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,5742.57142857143,5585,5169,6857,6460,6457,6436,6772,5936,4862,6248,5377,5991.52380952381,0.0591307277628032,6093.06258345068
"467",467,467,467,467,"2012-04-11",2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,5828.71428571429,5918,5585,5169,6857,6460,6457,6436,6772,5409,6126,5751.5,5983.19047619048,0.126107501476669,5536.60069602211
"468",468,468,468,468,"2012-04-12",2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,6109.14285714286,4862,5918,5585,5169,6857,6460,6457,6436,6398,5901.14285714286,5390,5918.04761904762,0.244561839651958,5600.70606116497
"469",469,469,469,469,"2012-04-13",2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,6221.28571428571,5409,4862,5918,5585,5169,6857,6460,6457,7460,5751.42857142857,5135.5,5848.42857142857,0.162304475762738,5975.29551887925
"470",470,470,470,470,"2012-04-14",2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,6331.71428571429,6398,5409,4862,5918,5585,5169,6857,6460,7132,5742.57142857143,5903.5,5754.90476190476,0.00959752321981424,6489.81655087926
"471",471,471,471,471,"2012-04-15",2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,6261,7460,6398,5409,4862,5918,5585,5169,6857,6370,5828.71428571429,6929,5949.57142857143,-0.0879393320694181,6438.11139545069
"472",472,472,472,472,"2012-04-16",2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,6426.14285714286,7132,7460,6398,5409,4862,5918,5585,5169,6691,6109.14285714286,7296,6051.28571428571,-0.379763977558522,6352.19992630783
"473",473,473,473,473,"2012-04-17",2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,6553.57142857143,6370,7132,7460,6398,5409,4862,5918,5585,4367,6221.28571428571,6751,6089.95238095238,-0.140555058191585,6481.86688173639
"474",474,474,474,474,"2012-04-18",2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,6434.14285714286,6691,6370,7132,7460,6398,5409,4862,5918,6565,6331.71428571429,6530.5,6165.61904761905,-0.13061845217979,5540.04739659355
"475",475,475,475,475,"2012-04-19",2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,5562,4367,6691,6370,7132,7460,6398,5409,4862,7290,6261,5529,6102.2380952381,0.101809954751131,6371.02201316497
"476",476,476,476,476,"2012-04-20",2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,5111.14285714286,6565,4367,6691,6370,7132,7460,6398,5409,6624,6426.14285714286,5466,6122.80952380952,-0.213717877611388,6879.85933316497
"477",477,477,477,477,"2012-04-21",2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,4960,7290,6565,4367,6691,6370,7132,7460,6398,1027,6553.57142857143,6927.5,6210,-0.139418568302595,6648.29070802211
"478",478,478,478,478,"2012-04-22",2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,5221.28571428571,6624,7290,6565,4367,6691,6370,7132,7460,3214,6434.14285714286,6957,6228.52380952381,0.112064343163539,4056.29825487926
"479",479,479,479,479,"2012-04-23",2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,5001.42857142857,1027,6624,7290,6565,4367,6691,6370,7132,5633,5562,3825.5,5989.7619047619,0.856001121704992,4180.37570345068
"480",480,480,480,480,"2012-04-24",2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,4850.42857142857,3214,1027,6624,7290,6565,4367,6691,6370,6196,5111.14285714286,2120.5,5860.14285714286,0.495447409733124,5151.06847716497
"481",481,481,481,481,"2012-04-25",2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,4507,5633,3214,1027,6624,7290,6565,4367,6691,5026,4960,4423.5,5805.90476190476,0.15812285159169,5437.84296345068
"482",482,482,482,482,"2012-04-26",2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,5260.85714285714,6196,5633,3214,1027,6624,7290,6565,4367,6233,5221.28571428571,5914.5,5794.47619047619,-0.418822990611404,5259.05167430782
"483",483,483,483,483,"2012-04-27",2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,5597.71428571429,5026,6196,5633,3214,1027,6624,7290,6565,4220,5001.42857142857,5611,5726.33333333333,0.234424980959634,5447.67879430782
"484",484,484,484,484,"2012-04-28",2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,5613,6233,5026,6196,5633,3214,1027,6624,7290,6304,4850.42857142857,5629.5,5715.52380952381,0.144993141289438,4522.1630137364
"485",485,485,485,485,"2012-04-29",2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,5609.14285714286,4220,6233,5026,6196,5633,3214,1027,6624,5572,4507,5226.5,5589.95238095238,0.36292270531401,5144.10246230783
"486",486,486,486,486,"2012-04-30",2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,5808.42857142857,6304,4220,6233,5026,6196,5633,3214,1027,5740,5260.85714285714,5262,5644,-5.13826679649464,5730.12317087925
"487",487,487,487,487,"2012-05-01",2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,5817.42857142857,5572,6304,4220,6233,5026,6196,5633,3214,6169,5597.71428571429,5938,5643.38095238095,-0.73366521468575,5813.92986630783
"488",488,488,488,488,"2012-05-02",2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,6197.85714285714,5740,5572,6304,4220,6233,5026,6196,5633,6421,5613,5656,5634.90476190476,-0.0189952068169714,5869.01502916497
"489",489,489,489,489,"2012-05-03",2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,6205.71428571429,6169,5740,5572,6304,4220,6233,5026,6196,6296,5609.14285714286,5954.5,5697.14285714286,0.00435765009683667,5967.40236116497
"490",490,490,490,490,"2012-05-04",2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,6305.85714285714,6421,6169,5740,5572,6304,4220,6233,5026,6883,5808.42857142857,6295,5745.33333333333,-0.277556705133307,6114.36259887925
"491",491,491,491,491,"2012-05-05",2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,6304.14285714286,6296,6421,6169,5740,5572,6304,4220,6233,6359,5817.42857142857,6358.5,5740.47619047619,-0.0101074923792716,6290.8288057364
"492",492,492,492,492,"2012-05-06",2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,6096.71428571429,6883,6296,6421,6169,5740,5572,6304,4220,6273,6197.85714285714,6589.5,5713,-0.631042654028436,6441.03762116497
"493",493,493,493,493,"2012-05-07",2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,6118.28571428571,6359,6883,6296,6421,6169,5740,5572,6304,5728,6205.71428571429,6621,5676.19047619048,-0.0087246192893401,6247.42933830783
"494",494,494,494,494,"2012-05-08",2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,6223.14285714286,6273,6359,6883,6296,6421,6169,5740,5572,4717,6305.85714285714,6316,5671.57142857143,-0.125807609475951,6108.77550402211
"495",495,495,495,495,"2012-05-09",2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,6301.14285714286,5728,6273,6359,6883,6296,6421,6169,5740,6572,6304.14285714286,6000.5,5625.71428571429,0.00209059233449477,5627.1230617364
"496",496,496,496,496,"2012-05-10",2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,6266.71428571429,4717,5728,6273,6359,6883,6296,6421,6169,7030,6096.71428571429,5222.5,5642.38095238095,0.235370400389042,6221.66880516497
"497",497,497,497,497,"2012-05-11",2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,5776.71428571429,6572,4717,5728,6273,6359,6883,6296,6421,7429,6118.28571428571,5644.5,5642.71428571429,-0.0235165862015262,6530.66012745068
"498",498,498,498,498,"2012-05-12",2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,5689.14285714286,7030,6572,4717,5728,6273,6359,6883,6296,6118,6223.14285714286,6801,5630.33333333333,-0.116581956797967,6798.54074802211
"499",499,499,499,499,"2012-05-13",2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,6075.85714285714,7429,7030,6572,4717,5728,6273,6359,6883,2843,6301.14285714286,7229.5,5668.66666666667,-0.079325875345053,6264.98674059354
"500",500,500,500,500,"2012-05-14",2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,6191.85714285714,6118,7429,7030,6572,4717,5728,6273,6359,5115,6266.71428571429,6773.5,5911.09523809524,0.0378990407296745,4782.29017316497
"501",501,501,501,501,"2012-05-15",2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,6278.85714285714,2843,6118,7429,7030,6572,4717,5728,6273,7424,5776.71428571429,4480.5,5893.42857142857,0.546787820819385,5288.51047887926
"502",502,502,502,502,"2012-05-16",2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,6402.42857142857,5115,2843,6118,7429,7030,6572,4717,5728,7384,5689.14285714286,3979,5868.7619047619,0.107018156424581,6409.91671830783
"503",503,503,503,503,"2012-05-17",2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,6546.85714285714,7424,5115,2843,6118,7429,7030,6572,4717,7639,6075.85714285714,6269.5,5927.2380952381,-0.573881704473182,6817.17862630782
"504",504,504,504,504,"2012-05-18",2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,6763.42857142857,7384,7424,5115,2843,6118,7429,7030,6572,8294,6191.85714285714,7404,6039.52380952381,-0.123554473524041,6876.28701145068
"505",505,505,505,505,"2012-05-19",2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,6900.28571428571,7639,7384,7424,5115,2843,6118,7429,7030,7129,6278.85714285714,7511.5,6106.47619047619,-0.0866287339971551,7196.09835945068
"506",506,506,506,506,"2012-05-20",2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,6591.14285714286,8294,7639,7384,7424,5115,2843,6118,7429,4359,6402.42857142857,7966.5,6300.47619047619,-0.116435590254408,6778.89092402211
"507",507,507,507,507,"2012-05-21",2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,6503.42857142857,7129,8294,7639,7384,7424,5115,2843,6118,6073,6546.85714285714,7711.5,6339.7619047619,-0.165250081726054,5673.49340116497
"508",508,508,508,508,"2012-05-22",2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,6374.14285714286,4359,7129,8294,7639,7384,7424,5115,2843,5260,6763.42857142857,5744,6282,-0.533239535701724,6568.01295602211
"509",509,509,509,509,"2012-05-23",2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,6123,6073,4359,7129,8294,7639,7384,7424,5115,6770,6900.28571428571,5216,6297.85714285714,-0.187292277614858,6260.16525259354
"510",510,510,510,510,"2012-05-24",2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,6046.14285714286,5260,6073,4359,7129,8294,7639,7384,7424,6734,6591.14285714286,5666.5,6254.57142857143,0.291487068965517,6544.12673602211
"511",511,511,511,511,"2012-05-25",2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,6286.71428571429,6770,5260,6073,4359,7129,8294,7639,7384,6536,6503.42857142857,6015,6271.19047619048,0.0831527627302275,6574.39159087925
"512",512,512,512,512,"2012-05-26",2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,6239.57142857143,6734,6770,5260,6073,4359,7129,8294,7639,6591,6374.14285714286,6752,6292.04761904762,0.118471004058123,6397.46994745069
"513",513,513,513,513,"2012-05-27",2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,6467.42857142857,6536,6734,6770,5260,6073,4359,7129,8294,6043,6123,6635,6275.52380952381,0.211960453339764,6225.92598745068
"514",514,514,514,514,"2012-05-28",2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,6548.57142857143,6591,6536,6734,6770,5260,6073,4359,7129,5743,6046.14285714286,6563.5,6286.57142857143,0.0754664048253612,6020.84674516497
"515",515,515,515,515,"2012-05-29",2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,6176.14285714286,6043,6591,6536,6734,6770,5260,6073,4359,6855,6286.71428571429,6317,6275.61904761905,-0.386327139252122,6165.03563316497
"516",516,516,516,516,"2012-05-30",2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,6402.42857142857,5743,6043,6591,6536,6734,6770,5260,6073,7338,6239.57142857143,5893,6276.33333333333,0.0543388769965421,6494.2906617364
"517",517,517,517,517,"2012-05-31",2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,6552.42857142857,6855,5743,6043,6591,6536,6734,6770,5260,4127,6467.42857142857,6299,6378.14285714286,-0.303231939163498,6951.13346916497
"518",518,518,518,518,"2012-06-01",2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,6688.85714285714,7338,6855,5743,6043,6591,6536,6734,6770,8120,6548.57142857143,7096.5,6414.61904761905,-0.0838995568685377,5546.92388287926
"519",519,519,519,519,"2012-06-02",2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,6868.57142857143,4127,7338,6855,5743,6043,6591,6536,6734,7641,6176.14285714286,5732.5,6276.38095238095,0.387139887139887,6864.15159087926
"520",520,520,520,520,"2012-06-03",2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,6897.14285714286,8120,4127,7338,6855,5743,6043,6591,6536,6998,6402.42857142857,6123.5,6309.28571428571,-0.24235006119951,7044.40569487925
"521",521,521,521,521,"2012-06-04",2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,6919.42857142857,7641,8120,4127,7338,6855,5743,6043,6591,7001,6552.42857142857,7880.5,6381.80952380952,-0.159308147473828,6818.9333777364
"522",522,522,522,522,"2012-06-05",2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,7435,6998,7641,8120,4127,7338,6855,5743,6043,7055,6688.85714285714,7319.5,6579.66666666667,-0.158034089028628,6891.86794516497
"523",523,523,523,523,"2012-06-06",2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,7346.14285714286,7001,6998,7641,8120,4127,7338,6855,5743,7494,6868.57142857143,6999.5,6669.47619047619,-0.21904927738116,7035.97869316497
"524",524,524,524,524,"2012-06-07",2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,7197.14285714286,7055,7001,6998,7641,8120,4127,7338,6855,7736,6897.14285714286,7028,6651.90476190476,-0.0291757840991977,7176.54391887926
"525",525,525,525,525,"2012-06-08",2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,7149.42857142857,7494,7055,7001,6998,7641,8120,4127,7338,7498,6919.42857142857,7274.5,6657.14285714286,-0.0212591986917416,7291.01626287925
"526",526,526,526,526,"2012-06-09",2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,6859.57142857143,7736,7494,7055,7001,6998,7641,8120,4127,6598,7435,7615,6661.7619047619,-0.874485098134238,7694.16196230782
